Cod. Pais de destino;Cod. Cuidad de origen;Cantidad;Valor de Dolares;Valor en pesos
ECU;IPI;2875,50;16203,48;63377544,76
ECU;IPI;996,49;9001,48;35616695,99
ECU;IPI;7894,85;46835,12;185315329,41
ECU;IPI;6008,46;38020,42;151624981,62
ECU;IPI;91,60;216,65;857232,05
ECU;IPI;5064,77;21278,46;84193759,38
ECU;IPI;216,00;718,41;2842575,95
ECU;IPI;570,00;18036,02;71573448,07
ECU;IPI;8710,00;133850,04;527186521,36
ECU;IPI;3202,56;40900,86;162914260,50
ECU;IPI;25,44;91,80;363230,56
ECU;IPI;22,08;118,54;469034,33
ECU;IPI;92870,00;115708,57;459254534,34
ECU;IPI;332,00;938,62;3713894,07
ECU;IPI;5250,00;68050,00;272098605,50
ECU;IPI;903,54;13638,89;54413033,59
ECU;IPI;688,84;8020,53;31735312,28
ECU;IPI;17940,00;4371,97;17298836,01
ECU;IPI;203400,00;9462,20;37693686,73
ECU;IPI;150,00;6550,00;26089632,50
ECU;IPI;1080,00;2373,12;9370359,24
ECU;IPI;240,00;686,40;2710277,85
ECU;IPI;246300,00;3825,41;15017679,81
ECU;IPI;500,00;90,00;359865,90
ECU;IPI;108643,00;36158,84;140815927,88
ECU;IPI;1269,39;12274,00;48643492,30
ECU;IPI;39115,00;7696,80;29797776,36
ECU;IPI;212,90;5208,81;20367921,28
ECU;IPI;1800,00;4140,00;16656089,40
ECU;IPI;396,00;7569,10;29303392,19
ECU;IPI;29,62;1310,62;5009255,17
ECU;IPI;340,00;3338,97;13325890,03
ECU;IPI;14,00;224,31;897112,14
ECU;IPI;413,00;3264,08;12949005,89
ECU;IPI;44,00;1320,00;5339690,40
ECU;IPI;337,00;1819,80;7200266,62
ECU;IPI;48,00;149,72;597315,42
ECU;IPI;177,00;551,48;2200157,03
ECU;IPI;44,00;367,14;1462373,69
ECU;IPI;84,00;590,55;2352249,23
ECU;IPI;59,00;332,94;1328280,77
ECU;IPI;4449,00;21605,05;86101973,87
ECU;IPI;5380,00;29352,48;116051952,11
ECU;IPI;4,00;51,96;207810,38
ECU;IPI;55,00;367,20;1465713,63
ECU;IPI;3,00;56,97;227847,52
ECU;IPI;1203,00;18324,00;73057655,47
ECU;IPI;6,00;71,94;287718,99
ECU;IPI;34,00;491,70;1966519,73
ECU;IPI;5,00;129,95;519725,92
ECU;IPI;472,00;5603,80;22406850,33
ECU;IPI;489,00;6722,46;26879823,53
ECU;IPI;4,00;89,96;359788,72
ECU;IPI;764,00;8501,10;33813745,25
ECU;IPI;193,00;2009,13;8015524,59
ECU;IPI;106,00;763,20;3045839,61
ECU;IPI;7852,00;98685,38;394105160,47
ECU;IPI;1,00;14,99;59951,45
ECU;IPI;5285,00;65513,21;261451739,32
ECU;IPI;1040,00;12134,09;48425697,09
ECU;IPI;1567,00;10764,40;42804958,74
ECU;IPI;519,00;6146,47;24529824,19
ECU;IPI;423,00;2094,30;8358099,98
ECU;IPI;306,00;3642,97;14538656,11
ECU;IPI;116,00;927,55;3694570,78
ECU;IPI;36,00;246,26;984899,63
ECU;IPI;1,00;22,83;91306,98
ECU;IPI;215,00;224,75;895212,96
ECU;IPI;1917,00;17348,65;69225939,47
ECU;IPI;45,00;560,83;2237459,32
ECU;IPI;36,00;603,64;2414215,92
ECU;IPI;13,00;211,82;847159,26
ECU;IPI;731,00;16163,19;62789129,16
ECU;IPI;692,00;9774,50;39014068,92
ECU;IPI;680,00;19414,00;76214898,78
ECU;IPI;20,00;354,50;1417471,79
ECU;IPI;58052,00;10587,85;41893581,36
ECU;IPI;2200,00;2024,00;8008482,24
ECU;IPI;600,00;285,00;1127425,80
ECU;IPI;6358,00;23684,00;94336924,60
ECU;IPI;5916,00;7809,12;30576062,72
ECU;IPI;11611,00;21930,00;86771746,80
ECU;IPI;3200,00;20704,00;82627179,52
ECU;IPI;3631,00;31486,30;126646825,47
ECU;IPI;1230,00;19532,40;77498562,73
ECU;IPI;317,50;1575,00;6297653,25
ECU;IPI;25840,00;5426,40;21339806,37
ECU;IPI;91,50;403,20;1612199,23
ECU;IPI;1482,00;5524,80;22227430,60
ECU;IPI;4,00;39,20;151760,84
ECU;IPI;1092,00;19603,20;78181388,34
ECU;IPI;432,00;4922,40;19678657,10
ECU;IPI;2258,00;1354,80;5318633,19
ECU;IPI;11259,00;1829,66;7315913,80
ECU;IPI;228,84;7040,20;27224599,08
ECU;IPI;288,00;492,48;1944576,97
ECU;IPI;24,00;694,80;2749156,84
ECU;IPI;1,00;26000,00;103961260,00
ECU;IPI;726,00;10889,99;43812716,66
ECU;IPI;35,00;3955,00;15648985,80
ECU;IPI;10,00;755,00;2885647,75
ECU;IPI;115,60;6628,59;25846128,80
ECU;IPI;200,00;645,22;2526313,74
ECU;IPI;35104,00;9853,98;39401237,56
ECU;IPI;32,46;1434,80;5617858,96
ECU;IPI;7,51;332,00;1299922,76
ECU;IPI;101,90;1323,68;5272415,99
ECU;IPI;195,00;1505,75;5997628,10
ECU;IPI;18144,00;40096,00;159708382,40
ECU;IPI;23400,00;39217,20;156511139,13
ECU;IPI;32976,00;34695,84;137283111,87
ECU;IPI;2580,00;33074,92;131998036,65
ECU;IPI;1470,00;22881,00;91510957,83
ECU;IPI;80000,00;29800,00;118132628,00
ECU;IPI;34600,00;52592,00;208047640,96
ECU;IPI;50,10;314,00;1242422,64
ECU;IPI;43575,00;162265,40;644786638,86
ECU;IPI;3,00;5550,00;21960018,00
ECU;IPI;78991210,00;61912115,00;239689657616,75
ECU;IPI;100,00;904,00;3564359,00
ECU;IPI;856,82;2877,30;11384785,54
ECU;IPI;396,60;2083,88;8255885,01
ECU;IPI;60,00;99,60;391006,69
ECU;IPI;8000,00;22320,00;89267277,60
ECU;IPI;15000,00;19200,00;76789056,00
ECU;IPI;100,00;286,51;1145876,68
ECU;IPI;1950,00;9457,50;37670641,12
ECU;IPI;250,00;332,50;1305318,52
ECU;IPI;110,00;1167,80;4584514,20
ECU;IPI;20,00;115,60;453819,01
ECU;IPI;20,00;251,20;986153,42
ECU;IPI;25,00;324,75;1293527,96
ECU;IPI;4010,00;8945,68;35771882,84
ECU;IPI;124,80;1583,71;6053018,80
ECU;IPI;2396,10;14956,58;58454706,55
ECU;IPI;169,90;1467,94;5747642,61
ECU;IPI;2800,00;6496,00;25201788,80
ECU;IPI;4281,60;20337,60;80627700,70
ECU;IPI;0,33;84,35;333752,70
ECU;IPI;489,18;4476,11;17710892,99
ECU;IPI;3,12;204,14;807732,98
ECU;IPI;5,04;82,56;326670,10
ECU;IPI;200,00;288,59;1132937,96
ECU;IPI;7,62;426,59;1687914,23
ECU;IPI;5,00;186,73;751254,00
ECU;IPI;13,55;259,41;1018383,99
ECU;IPI;265,00;7454,48;28491395,28
ECU;IPI;5218,00;102120,39;401221549,81
ECU;IPI;2524,64;5545,62;22089036,30
ECU;IPI;12466,03;27382,89;109070158,30
ECU;IPI;7434,86;16331,41;65050455,74
ECU;IPI;2078,31;4565,23;18183995,87
ECU;IPI;1550,00;9381,50;36732606,54
ECU;IPI;340,00;1413,60;5538574,24
ECU;IPI;104,60;570,83;2258637,31
ECU;IPI;1648,00;7094,64;27778566,29
ECU;IPI;1020,00;3192,60;12508119,58
ECU;IPI;14196,00;39908,71;158903501,62
ECU;IPI;516,00;3597,19;14233217,50
ECU;IPI;25000,00;26670,00;105526789,20
ECU;IPI;24750,00;27967,50;110276691,52
ECU;IPI;21,60;242,02;957615,05
ECU;IPI;300,00;3448,79;13646034,32
ECU;IPI;1,15;36,00;143946,36
ECU;IPI;13,00;783,90;3069305,57
ECU;IPI;3,45;66,13;259611,17
ECU;IPI;453636,00;34489,42;134238797,21
ECU;IPI;20000,00;7109,70;28110874,17
ECU;IPI;20000,00;4347,90;17210005,60
ECU;IPI;17378,00;10351,90;41392175,66
ECU;IPI;384,00;134,40;543677,56
ECU;IPI;835,00;6492,90;25860125,65
ECU;IPI;50100,00;2397,30;9585628,02
ECU;IPI;84950,00;19488,50;77942891,55
ECU;IPI;12,00;46,34;181920,18
ECU;IPI;10365,00;21252,42;85922849,35
ECU;IPI;50,00;53,92;211677,51
ECU;IPI;1,00;450,00;1780542,00
ECU;IPI;8858,00;41476,74;165208076,93
ECU;IPI;100,00;810,00;3135874,50
ECU;IPI;20,00;132,00;527803,32
ECU;IPI;100,00;775,00;3135045,50
ECU;IPI;21,60;1600,66;6439791,31
ECU;IPI;874,28;4378,42;17023009,77
ECU;IPI;6800,00;1608,00;6504713,76
ECU;IPI;1851,50;24735,77;97106943,79
ECU;IPI;92,00;5100,00;20399541,00
ECU;IPI;14591,57;24319,30;95220516,79
ECU;IPI;1646,00;5184,96;19935186,05
ECU;IPI;1421,13;3022,42;11620630,64
ECU;IPI;6000,00;11400,00;45107064,00
ECU;IPI;10874,47;15089,33;59227794,68
ECU;IPI;3976,00;1394,36;5609803,09
ECU;IPI;33840,00;6846,12;27264672,90
ECU;IPI;11817,90;3905,26;15452176,55
ECU;IPI;38464,30;10070,97;39187764,03
ECU;IPI;1614,49;4338,29;16679900,77
ECU;IPI;12722,92;2196,81;8764283,33
ECU;IPI;28,98;2210,38;8818421,52
ECU;IPI;31,00;256,52;1006724,80
ECU;IPI;3,00;23,41;89474,19
ECU;IPI;47,00;315,34;1234218,20
ECU;IPI;1425,00;16339,63;66065255,13
ECU;IPI;4,00;36,00;137593,80
ECU;IPI;195,00;786,50;3181565,53
ECU;IPI;257,00;634,08;2533049,62
ECU;IPI;6166,00;19610,00;78099273,95
ECU;IPI;70,00;430,60;1719160,66
ECU;IPI;150,00;990,00;3959910,90
ECU;IPI;150,00;802,50;3209927,77
ECU;IPI;3586,00;25497,86;103040878,04
ECU;IPI;40,00;275,40;1101189,65
ECU;IPI;43,00;470,71;1814062,12
ECU;IPI;36,00;157,77;622194,85
ECU;IPI;74,00;725,93;2894447,12
ECU;IPI;11,00;45,03;176823,68
ECU;IPI;4,00;34,80;138613,62
ECU;IPI;284,00;4437,55;17179752,94
ECU;IPI;3,00;57,21;218659,48
ECU;IPI;637,00;8460,31;32966087,29
ECU;IPI;6,00;125,88;481119,65
ECU;IPI;49,00;996,66;4031708,96
ECU;IPI;4950,00;63394,89;249828607,64
ECU;IPI;2943,00;44768,95;178624170,03
ECU;IPI;100,00;1841,00;7447250,02
ECU;IPI;18,00;198,05;781844,92
ECU;IPI;51,00;629,83;2516999,87
ECU;IPI;297,00;3438,85;13660357,93
ECU;IPI;18,00;180,00;718119,00
ECU;IPI;24,00;240,00;957492,00
ECU;IPI;8970,00;110142,02;434383797,25
ECU;IPI;264,00;2640,00;10381662,00
ECU;IPI;426,00;5497,72;21487691,42
ECU;IPI;2718,00;35385,35;143141525,52
ECU;IPI;10,00;106,20;424641,76
ECU;IPI;160,00;1386,80;5368926,86
ECU;IPI;5,00;42,10;168337,27
ECU;IPI;30,00;303,00;1208833,65
ECU;IPI;420,00;2851,80;11406943,33
ECU;IPI;30,00;303,00;1208833,65
ECU;IPI;5,00;29,71;116268,81
ECU;IPI;200,00;7456,00;29693520,00
ECU;IPI;49,00;822,71;3328042,94
ECU;IPI;79,00;790,00;3151744,50
ECU;IPI;70,00;694,56;2708944,93
ECU;IPI;10017,00;72483,76;288617865,57
ECU;IPI;10597,00;68578,47;272288195,78
ECU;IPI;4803,00;83251,69;331079995,52
ECU;IPI;84,00;2612,92;10447786,74
ECU;IPI;10,00;14,34;56295,54
ECU;IPI;2000,00;9700,00;37979671,00
ECU;IPI;556,00;2780,00;10999792,80
ECU;IPI;286,22;2585,52;10123422,57
ECU;IPI;572,04;6617,08;25908713,54
ECU;IPI;7722,10;57350,00;228231136,00
ECU;IPI;11,00;386,34;1512687,22
ECU;IPI;21,00;56,46;221648,97
ECU;IPI;5,40;265,57;1050796,75
ECU;IPI;276,00;1836,00;7341264,36
ECU;IPI;708,00;4180,68;16684592,19
ECU;IPI;3,04;56,80;227115,36
ECU;IPI;30,00;404,10;1615797,89
ECU;IPI;20,00;233,40;933252,23
ECU;IPI;3370,00;328,91;1315149,92
ECU;IPI;133,05;2225,75;8506927,78
ECU;IPI;3,00;136,88;537359,39
ECU;IPI;62,00;1158,42;4631953,95
ECU;IPI;2,00;1367,10;5409286,59
ECU;IPI;2,00;8346,00;33243369,90
ECU;IPI;1190,00;13092,40;52362137,33
ECU;IPI;8,00;2240,00;8863142,40
ECU;IPI;25,00;22279,91;88156256,69
ECU;IPI;95,00;1900,75;7600167,88
ECU;IPI;10629,00;998,86;3974297,46
ECU;IPI;30,00;2694,90;10663072,52
ECU;IPI;24,00;5059,88;20231980,77
ECU;IPI;6,00;674,02;2695075,71
ECU;IPI;18,00;2487,26;9945333,97
ECU;IPI;40,00;216,80;866876,96
ECU;IPI;61,00;1924,39;7694692,65
ECU;IPI;317,00;2218,85;8872093,91
ECU;IPI;13,00;1956,76;7824124,42
ECU;IPI;3267,00;13159,67;51661837,69
ECU;IPI;3,00;6119,41;24213036,71
ECU;IPI;24,00;1866,38;7462739,09
ECU;IPI;1,00;19605,00;74931290,25
ECU;IPI;10,00;5,00;19783,80
ECU;IPI;86,00;63,88;250778,18
ECU;IPI;102,00;299,78;1176867,33
ECU;IPI;10,00;126,62;497080,99
ECU;IPI;75,00;59,52;233661,83
ECU;IPI;17,00;153,51;613811,27
ECU;IPI;240,00;155,52;615355,31
ECU;IPI;7,30;4599,00;18389147,49
ECU;IPI;120,00;17,05;67462,75
ECU;IPI;696,00;3528,72;13486944,27
ECU;IPI;2192,69;8709,14;33484988,56
ECU;IPI;750,20;12565,47;48311844,71
ECU;IPI;15300,00;7267,50;28749357,90
ECU;IPI;1000000,00;2250,00;8998717,50
ECU;IPI;250,00;20925,00;79976396,25
ECU;IPI;170,00;2053,20;8209740,72
ECU;IPI;29674,82;17269,81;66006077,31
ECU;IPI;5287,46;6486,48;24791650,88
ECU;IPI;244,19;850,48;3400652,78
ECU;IPI;27000,00;18090,00;72055183,50
ECU;IPI;2920,01;17881,72;71500236,23
ECU;IPI;2437,00;24110,52;95403564,07
ECU;IPI;6721,52;42189,40;162879698,09
ECU;IPI;4864,60;52219,37;200773555,96
ECU;IPI;178,14;10254,48;40433722,27
ECU;IPI;167,96;14248,96;56184076,74
ECU;IPI;158,33;1954,08;7704996,06
ECU;IPI;267,72;9388,72;37020004,62
ECU;IPI;663,58;12962,00;51109554,86
ECU;IPI;458,34;16494,78;64754712,48
ECU;IPI;54,00;248,40;993229,88
ECU;IPI;90860,00;110924,15;430362369,24
ECU;IPI;1039,18;8554,95;32892157,30
ECU;IPI;308,00;28349,00;113137457,12
ECU;IPI;221,00;18159,00;69404605,95
ECU;IPI;1800,00;4140,00;16522243,20
ECU;IPI;369,61;3549,15;14013960,74
ECU;IPI;26,77;509,86;2013202,60
ECU;IPI;1295,00;4097,10;16207635,94
ECU;IPI;6257,00;16369,14;64754353,54
ECU;IPI;1289,00;2858,32;11307170,92
ECU;IPI;1356,00;5808,26;22199460,13
ECU;IPI;6693,00;59168,96;226146723,56
ECU;IPI;22330,00;17440,68;68468098,32
ECU;IPI;1990,00;34991,40;135467455,53
ECU;IPI;120,00;644,40;2570866,02
ECU;IPI;890,00;14992,20;58041552,69
ECU;IPI;500,00;13282,01;50764506,32
ECU;IPI;30000,00;13800,00;55192134,00
ECU;IPI;825,57;33537,13;128180587,71
ECU;IPI;2911,00;2762,54;10558566,00
ECU;IPI;16080,00;45737,57;182882131,02
ECU;IPI;20394,00;147559,01;590016177,07
ECU;IPI;1046,00;1709,70;6836252,54
ECU;IPI;10,40;800,32;3192916,65
ECU;IPI;2340,00;8235,31;32928969,38
ECU;IPI;193,00;8304,00;31738303,20
ECU;IPI;100,00;409,61;1637829,68
ECU;IPI;90526,00;81382,87;311049398,28
ECU;IPI;9850,00;22412,00;89614606,12
ECU;IPI;100380,00;62228,60;244295171,02
ECU;IPI;470,20;3604,59;13776923,20
ECU;IPI;619,00;8246,54;31518688,19
ECU;IPI;124,00;2063,36;8346745,13
ECU;IPI;8590,00;47399,94;191743185,18
ECU;IPI;4556,00;17111,80;68421703,41
ECU;IPI;3600,00;31656,00;126576832,56
ECU;IPI;9900,00;34892,00;139516010,92
ECU;IPI;300,00;1170,00;4581053,10
ECU;IPI;100,00;290,00;1135474,70
ECU;IPI;2200,00;7625,00;29855153,75
ECU;IPI;100,00;312,50;1223571,87
ECU;IPI;50,00;145,00;567737,35
ECU;IPI;1,00;80,00;313234,40
ECU;IPI;0,25;125,00;489428,75
ECU;IPI;1,00;22,00;86139,46
ECU;IPI;15,00;398,15;1588439,33
ECU;IPI;214,50;1554,80;6202952,34
ECU;IPI;1620,00;14276,65;56371923,59
ECU;IPI;1220,00;13654,00;53913365,16
ECU;IPI;29,23;2620,10;10331132,90
ECU;IPI;111,37;7703,40;30374737,30
ECU;IPI;2500,00;2638,60;10509939,59
ECU;IPI;2246,90;7809,29;31105573,46
ECU;IPI;1360,00;1226,51;4885373,30
ECU;IPI;200,00;1080,00;4228664,40
ECU;IPI;1560,00;3419,04;13418052,27
ECU;IPI;100,00;80,00;313234,40
ECU;IPI;30000,00;20294,52;79461772,44
ECU;IPI;11922,50;33425,44;132256443,97
ECU;IPI;501,00;1746,00;6836340,78
ECU;IPI;4500,00;13950,00;54620248,50
ECU;IPI;3812,00;8654,00;33884131,22
ECU;IPI;875,00;8,75;34501,51
ECU;IPI;115340,00;11690,93;46657098,71
ECU;IPI;97,00;576,91;2302378,50
ECU;IPI;3,00;25,66;102405,98
ECU;IPI;6,00;63,80;254618,14
ECU;IPI;3,00;51,73;206448,22
ECU;IPI;14,40;1041,34;4155862,97
ECU;IPI;9,00;315,20;1246893,37
ECU;IPI;5,00;32,28;127695,80
ECU;IPI;5,00;81,20;321217,45
ECU;IPI;5,00;90,00;356029,20
ECU;IPI;5,00;84,00;332293,92
ECU;IPI;19,00;263,40;1041978,78
ECU;IPI;5,00;25,50;100874,94
ECU;IPI;775,00;3036,28;12117429,12
ECU;IPI;80,00;708,05;2825742,58
ECU;IPI;110,00;864,65;3420451,64
ECU;IPI;20,00;212,80;841811,26
ECU;IPI;46,00;251,07;993202,79
ECU;IPI;23,00;387,60;1533299,08
ECU;IPI;56,00;800,20;3165495,17
ECU;IPI;100,00;1034,58;4128884,63
ECU;IPI;16,00;175,55;700598,98
ECU;IPI;13,00;336,20;1329966,85
ECU;IPI;14,00;199,97;791057,32
ECU;IPI;101,00;1493,07;5906405,74
ECU;IPI;14,00;273,50;1081933,18
ECU;IPI;4,00;114,00;450970,32
ECU;IPI;12,00;120,00;473163,60
ECU;IPI;139,00;1993,75;7883180,75
ECU;IPI;78,00;825,60;3256722,52
ECU;IPI;99,00;1019,05;4020445,51
ECU;IPI;63,00;1010,24;3996388,20
ECU;IPI;17,00;229,10;906292,10
ECU;IPI;15,00;159,00;628984,92
ECU;IPI;1232,00;11406,69;45522730,98
ECU;IPI;1,00;6,65;26306,60
ECU;IPI;116,00;2092,53;8351036,01
ECU;IPI;3,00;51,73;206448,22
ECU;IPI;47,00;625,67;2496973,84
ECU;IPI;23,00;238,67;952503,31
ECU;IPI;39,00;428,95;1711887,94
ECU;IPI;5,00;66,80;266590,78
ECU;IPI;1130,00;10440,00;41650902,00
ECU;IPI;18,00;83,85;334635,28
ECU;IPI;6,00;86,47;345091,39
ECU;IPI;3,00;20,31;81054,77
ECU;IPI;9,00;290,33;1158672,19
ECU;IPI;45,00;305,91;1220850,08
ECU;IPI;90,00;1153,38;4603001,16
ECU;IPI;3,00;2406,00;9679843,26
ECU;IPI;300,00;1830,00;7225828,20
ECU;IPI;2000,00;2280,00;9002671,20
ECU;IPI;1380,00;19623,60;78465160,83
ECU;IPI;804,00;1286,40;5072313,79
ECU;IPI;91,00;338,47;1325255,59
ECU;IPI;15,06;100,00;391543,00
ECU;IPI;1,00;5,00;19577,15
ECU;IPI;360,00;3165,60;12657683,25
ECU;IPI;3813,00;14171,08;56663205,07
ECU;IPI;0,02;4,00;15288,20
ECU;IPI;1,00;2,00;7644,10
ECU;IPI;1,25;4,00;15288,20
ECU;IPI;1512,00;15,12;59201,30
ECU;IPI;1512,00;15,12;60471,38
ECU;IPI;38170,00;69851,10;277607278,14
ECU;IPI;30050,00;27613,85;109972157,62
ECU;IPI;16880,00;28176,00;113357964,96
ECU;IPI;990,00;4650,00;18557592,00
ECU;IPI;196,53;2990,00;11932731,20
ECU;IPI;42,00;38140,00;151917341,00
ECU;IPI;500,00;1220,00;4868873,60
ECU;IPI;30040,00;30003,38;114674418,52
ECU;IPI;281,48;5760,00;23031417,60
ECU;IPI;618,60;4554,00;18209214,54
ECU;IPI;173200,00;6470,00;25287141,50
ECU;IPI;54,00;419,57;1677654,84
ECU;IPI;303,00;3307,11;13223512,40
ECU;IPI;315,00;4169,25;16670787,81
ECU;IPI;72,00;794,31;3176056,47
ECU;IPI;79,00;883,58;3533003,46
ECU;IPI;52,00;611,45;2444888,93
ECU;IPI;60,00;727,22;2907796,44
ECU;IPI;412,00;4455,58;17815681,18
ECU;IPI;91,00;980,99;3922498,32
ECU;IPI;29,00;270,68;1082316,68
ECU;IPI;468,00;4492,40;17962906,32
ECU;IPI;216,00;2118,29;8470003,74
ECU;IPI;27,00;276,62;1106067,83
ECU;IPI;68,00;118,16;472463,94
ECU;IPI;59750,00;17711,75;68949579,93
ECU;IPI;4373,25;8909,18;34883270,64
ECU;IPI;1,00;1760,23;6940639,69
ECU;IPI;1,00;7668,12;30235627,20
ECU;IPI;12,00;123,69;487713,38
ECU;IPI;4000,00;54870,00;219398243,70
ECU;IPI;240,00;10248,00;40898538,24
ECU;IPI;10143,90;25153,00;100609736,23
ECU;IPI;8753,30;28557,43;114227149,83
ECU;IPI;1161354,00;151557,24;606125500,76
ECU;IPI;793,50;1091,85;4286351,97
ECU;IPI;4441,20;7821,37;31197690,14
ECU;IPI;1789,50;2596,30;10470235,16
ECU;IPI;17876,55;33514,09;133352863,67
ECU;IPI;1864,05;3181,76;12300089,37
ECU;IPI;1311,42;1960,60;7897388,44
ECU;IPI;3515,84;5236,56;20953184,67
ECU;IPI;4195,35;7419,62;29653893,67
ECU;IPI;341,78;585,34;2341080,19
ECU;IPI;70,50;110,42;444242,84
ECU;IPI;11980,50;19614,32;78270478,47
ECU;IPI;2405,50;4221,98;16927166,46
ECU;IPI;1256,00;2536,03;9961154,65
ECU;IPI;2005,31;4762,16;18803892,71
ECU;IPI;218,25;260,82;1050697,14
ECU;IPI;951,30;1219,62;4918406,44
ECU;IPI;2494,35;3131,22;12518255,65
ECU;IPI;2697,32;4564,50;18335025,01
ECU;IPI;4019,55;5333,37;21362591,78
ECU;IPI;288,00;408,04;1650611,56
ECU;IPI;6428,38;13860,52;55469489,84
ECU;IPI;2118,20;4495,95;18084306,10
ECU;IPI;2198,14;4631,96;18530446,22
ECU;IPI;79,50;141,73;565880,02
ECU;IPI;531,00;1069,04;4275995,19
ECU;IPI;1315,80;25345,00;100952936,75
ECU;IPI;20491,15;28874,66;114950385,52
ECU;IPI;27721,05;41745,15;165503066,23
ECU;IPI;1009,05;1645,44;6550338,16
ECU;IPI;1363,50;2068,97;8338271,29
ECU;IPI;174,60;263,56;1062422,85
ECU;IPI;38623,68;46828,54;185604856,90
ECU;IPI;677,35;918,00;3663519,69
ECU;IPI;142,50;280,50;1118525,27
ECU;IPI;852,50;1182,97;4729358,40
ECU;IPI;2985,55;4357,42;17343491,30
ECU;IPI;1723,20;2027,50;8064622,46
ECU;IPI;2177,48;3657,35;14739677,52
ECU;IPI;176,11;6960,16;27997356,77
ECU;IPI;207409,21;1641838,71;6480092990,91
ECU;IPI;327,20;2015,73;8020789,77
ECU;IPI;2466,94;15473,23;61589164,93
ECU;IPI;872,92;8007,30;31972107,52
ECU;IPI;4461,57;44532,65;177957995,25
ECU;IPI;226,62;2342,92;9360308,48
ECU;IPI;146,33;1806,08;7204702,16
ECU;IPI;16115,73;100357,77;395103727,29
ECU;IPI;25025,86;169902,37;677887469,10
ECU;IPI;3530,48;27772,88;110924441,02
ECU;IPI;7362,80;56142,71;223586904,15
ECU;IPI;96,63;785,54;3075772,78
ECU;IPI;42,00;173,49;682265,03
ECU;IPI;17,00;124,06;496055,15
ECU;IPI;66,00;274,61;1107358,81
ECU;IPI;98,00;643,07;2581866,81
ECU;IPI;435,00;3409,60;13202764,09
ECU;IPI;1268,00;10340,98;41003283,98
ECU;IPI;648,00;3565,92;14213403,70
ECU;IPI;130,00;873,07;3402145,06
ECU;IPI;1053,00;3240,11;12595193,54
ECU;IPI;447,00;1444,24;5624429,68
ECU;IPI;96,00;161,42;634798,67
ECU;IPI;12,00;18,84;74089,99
ECU;IPI;2529,00;14854,74;58868922,41
ECU;IPI;1829,00;11140,68;44053244,68
ECU;IPI;6,00;112,58;451904,81
ECU;IPI;127,00;1145,95;4538859,44
ECU;IPI;221,00;1161,40;4629165,28
ECU;IPI;4,00;41,68;167631,32
ECU;IPI;361,00;3896,17;15461343,32
ECU;IPI;52,00;377,27;1478496,64
ECU;IPI;204,00;2467,99;9574830,96
ECU;IPI;207,00;3337,83;13225052,84
ECU;IPI;251,00;2907,90;11435578,46
ECU;IPI;1316,00;16392,79;65716162,08
ECU;IPI;853,00;9884,74;39301096,03
ECU;IPI;866,00;9766,66;38566776,62
ECU;IPI;132,00;1174,24;4585581,36
ECU;IPI;626,00;6392,44;25286149,55
ECU;IPI;1661,00;14398,20;57217636,59
ECU;IPI;10,00;70,26;280935,31
ECU;IPI;143,00;70395,80;280193971,71
ECU;IPI;2689,94;18556,80;74216622,62
ECU;IPI;153,36;2252,45;9062079,36
ECU;IPI;12,00;2160,00;8617428,00
ECU;IPI;55460,00;19462,00;77350903,25
ECU;IPI;51312,72;308804,50;1221394152,55
ECU;IPI;25000,00;29110,00;117756354,20
ECU;IPI;131194,57;324064,57;1283972176,21
ECU;IPI;130406,00;181313,78;722389493,10
ECU;IPI;120000,00;22250,00;88999283,20
ECU;IPI;1519,40;1550,79;6177029,18
ECU;IPI;5610,00;3223,00;12837692,45
ECU;IPI;217,00;5359,80;21133852,19
ECU;IPI;466,21;22278,71;88647133,10
ECU;IPI;6,76;380,16;1516667,32
ECU;IPI;54,30;5533,44;22013903,92
ECU;IPI;1179,14;8409,14;33302963,05
ECU;IPI;7087,01;244930,41;985406474,79
ECU;IPI;1829,60;54491,00;217187910,46
ECU;IPI;2262,43;6348,91;25395068,59
ECU;IPI;3178,00;12601,58;50405185,85
ECU;IPI;2000,00;42920,00;170956798,00
ECU;IPI;272,28;8309,60;33151564,68
ECU;IPI;312,00;3785,16;15101085,07
ECU;IPI;40,50;328,32;1294575,60
ECU;IPI;1926,00;2172,23;8688724,49
ECU;IPI;23250,00;46660,00;187710163,60
ECU;IPI;190,00;570,00;2206726,50
ECU;IPI;5222,00;29485,40;117269187,30
ECU;IPI;25442,90;70469,37;281166639,27
ECU;IPI;569,01;20908,09;82709895,06
ECU;IPI;280,00;3640,00;14496300,00
ECU;IPI;771000,00;121915,00;482388395,39
ECU;IPI;236200,00;15473,30;61720989,56
ECU;IPI;2936840,00;66719,81;266310531,18
ECU;IPI;11189,00;2880,38;11396972,36
ECU;IPI;650,00;2273,00;9052222,50
ECU;IPI;450000,00;1085,34;4341262,31
ECU;IPI;320,00;310,65;1194390,22
ECU;IPI;1622334,00;34932,54;139310474,02
ECU;IPI;1562,32;5546,24;22134378,28
ECU;IPI;2924,20;44123,65;176033507,85
ECU;IPI;6,87;103,59;413277,48
ECU;IPI;444,00;36433,21;145400569,12
ECU;IPI;200,00;904,35;3540919,12
ECU;IPI;2500,00;4820,00;18872372,60
ECU;IPI;14,00;222,01;885719,99
ECU;IPI;60,00;127,02;488367,76
ECU;IPI;2220,45;12088,40;48352512,04
ECU;IPI;4,50;6,80;26899,98
