Cod. Pais de destino;Cod. Cuidad de origen;Cantidad;Valor de Dolares;Valor en pesos
PAN;BOG;9330,00;6515,40;25779874,10
PAN;BOG;17700,00;11928,01;46826623,81
PAN;BOG;881,00;974,15;3886420,13
PAN;BOG;76720,00;14156,80;55429959,42
PAN;BOG;4200,00;1058,40;4144091,11
PAN;BOG;27160,00;4541,60;17782316,88
PAN;BOG;66880,00;10075,15;39282042,98
PAN;BOG;730,00;175,20;669623,16
PAN;BOG;5500,00;990,00;3917192,40
PAN;BOG;1500,00;180,00;687969,00
PAN;BOG;900,00;306,00;1228594,08
PAN;BOG;18015,00;11869,51;47238521,32
PAN;BOG;5960,00;2617,20;10400715,28
PAN;BOG;171,00;1627,00;6417701,08
PAN;BOG;1,00;11000,00;43993730,00
PAN;BOG;6865,00;4060,65;16171538,62
PAN;BOG;24810,00;17312,29;69223364,68
PAN;BOG;540000,00;18910,00;75309075,00
PAN;BOG;7,70;410,00;1616642,30
PAN;BOG;1360,00;560,00;2202250,40
PAN;BOG;238,66;7833,60;31322727,93
PAN;BOG;270,75;8874,92;35486456,36
PAN;BOG;1131,56;34671,18;138633059,94
PAN;BOG;325,70;11358,28;45416196,16
PAN;BOG;24872,00;6757,76;26262397,51
PAN;BOG;2,00;57,40;229000,17
PAN;BOG;200,00;250,00;997387,50
PAN;BOG;8,00;256,00;1021324,80
PAN;BOG;0,61;1440,00;5735736,00
PAN;BOG;2,99;388,86;1554860,59
PAN;BOG;600,00;390,00;1555924,50
PAN;BOG;104,00;1336,08;5321807,05
PAN;BOG;4227,00;4349,38;17324232,94
PAN;BOG;3330,00;413,45;1646833,36
PAN;BOG;2690,00;1921,70;7654419,35
PAN;BOG;49,87;62,66;250546,63
PAN;BOG;11,89;190,00;756798,50
PAN;BOG;173,00;3861,70;15406445,23
PAN;BOG;16200,00;26347,80;104947239,57
PAN;BOG;12,00;346,80;1383575,94
PAN;BOG;6,00;189,60;756418,68
PAN;BOG;15,00;615,00;2453573,25
PAN;BOG;4,00;280,80;1120265,64
PAN;BOG;8,00;505,60;2017116,48
PAN;BOG;19,00;383,82;1531269,08
PAN;BOG;9,00;529,20;2111269,86
PAN;BOG;14,00;572,60;2284416,33
PAN;BOG;28,00;688,14;2745368,93
PAN;BOG;14,00;516,60;2061001,53
PAN;BOG;19,00;505,10;2015121,70
PAN;BOG;6,00;60,00;239373,00
PAN;BOG;2,00;29,60;118090,68
PAN;BOG;2,00;39,80;158784,09
PAN;BOG;2,00;20,00;79791,00
PAN;BOG;5,00;5,00;19947,75
PAN;BOG;1,00;1,00;3989,55
PAN;BOG;647,07;10412,84;39798395,12
PAN;BOG;1850,00;1707,50;6756167,70
PAN;BOG;9000,00;594,00;2350315,44
PAN;BOG;1228,87;23287,04;92547928,45
PAN;BOG;298,54;8487,98;33571281,92
PAN;BOG;63,98;7203,24;28495153,05
PAN;BOG;475,55;79912,70;317007128,74
PAN;BOG;378,42;51066,60;203448370,98
PAN;BOG;78,54;12271,90;48922241,36
PAN;BOG;8,64;372,50;1458497,67
PAN;BOG;90,00;1291,50;5144238,22
PAN;BOG;19850,00;17110,70;66243219,51
PAN;BOG;2000,00;500,00;1999255,00
PAN;BOG;305,00;2062,50;8246926,87
PAN;BOG;50,00;100,00;398315,00
PAN;BOG;54,00;180,00;716967,00
PAN;BOG;20,00;60,00;238989,00
PAN;BOG;210,00;11682,00;44915070,42
PAN;BOG;11,00;373,50;1468822,36
PAN;BOG;341,00;6395,76;25151901,81
PAN;BOG;36,66;4700,80;18796195,80
PAN;BOG;3,00;154,70;608371,67
PAN;BOG;96,67;9558,51;37442201,03
PAN;BOG;357,00;1893,56;7446595,12
PAN;BOG;924,22;36890,12;145687726,06
PAN;BOG;384,90;9639,58;38390993,47
PAN;BOG;152,00;5614,84;22080863,61
PAN;BOG;19,03;2240,00;8861171,20
PAN;BOG;521,60;16353,13;65411048,17
PAN;BOG;123,90;2285,02;9139874,34
PAN;BOG;24,60;723,27;2893014,90
PAN;BOG;412,00;5497,18;21988225,24
PAN;BOG;50,00;260,00;1035619,00
PAN;BOG;372,00;8357,12;33416027,88
PAN;BOG;865414,00;43335,61;171739263,05
PAN;BOG;19300,00;1906,00;7591883,90
PAN;BOG;17200,00;1376,00;5480814,40
PAN;BOG;100,00;10,00;39831,50
PAN;BOG;1496,00;1160,20;4621250,63
PAN;BOG;1817,00;1264,49;4832944,00
PAN;BOG;91,00;5413,49;21394220,98
PAN;BOG;600,00;150,00;576721,50
PAN;BOG;200,00;1364,35;5354735,90
PAN;BOG;2150,00;1298,50;4992485,78
PAN;BOG;52,00;364,00;1425216,52
PAN;BOG;2267,00;2012,41;7790944,69
PAN;BOG;4810,00;99717,50;394045817,07
PAN;BOG;500,00;15238,00;59924806,42
PAN;BOG;1500,00;5820,00;22980502,80
PAN;BOG;380,00;11771,00;46324715,35
PAN;BOG;64,45;1511,00;5931838,47
PAN;BOG;615,00;32700,00;125725287,00
PAN;BOG;189,00;8156,00;32486571,40
PAN;BOG;1298,00;3068,50;12116094,99
PAN;BOG;3828,00;3930,24;15111026,05
PAN;BOG;66,00;739,08;2893816,00
PAN;BOG;70,00;865,90;3390370,83
PAN;BOG;144,00;1425,60;5581837,00
PAN;BOG;5,00;15650,00;60171276,50
PAN;BOG;90,00;3729,42;14852415,15
PAN;BOG;162,00;5280,49;21029551,42
PAN;BOG;894,00;27778,41;108764419,86
PAN;BOG;654,00;13109,19;50751573,60
PAN;BOG;30,00;20000,00;76896200,00
PAN;BOG;280,80;9064,04;36255344,23
PAN;BOG;9,00;10189,00;40584315,35
PAN;BOG;2,00;1143,80;4564768,54
PAN;BOG;1,00;500,00;1962885,00
PAN;BOG;12,00;304,68;1225791,62
PAN;BOG;5360,00;18424,15;72328975,34
PAN;BOG;4224,00;53328,24;212537712,56
PAN;BOG;6,00;248,28;998882,57
PAN;BOG;43,00;10300,83;41442402,26
PAN;BOG;6,00;6,66;26794,57
PAN;BOG;90,63;105948,90;417759691,16
PAN;BOG;5,66;1330,65;5246792,86
PAN;BOG;162,65;1444,91;5764540,69
PAN;BOG;142,73;2310,00;9215860,50
PAN;BOG;95,64;2946,40;11617743,59
PAN;BOG;180,00;2104,56;8298343,21
PAN;BOG;5,00;100,00;395676,00
PAN;BOG;15,00;15,00;59351,40
PAN;BOG;90,00;500,00;1962885,00
PAN;BOG;40,00;80,00;316540,80
PAN;BOG;5,00;80,00;316540,80
PAN;BOG;1,00;2,00;7913,52
PAN;BOG;2,00;4,00;15827,04
PAN;BOG;3,00;15,00;59351,40
PAN;BOG;4,00;20,00;79135,20
PAN;BOG;150,00;1125,00;4424163,75
PAN;BOG;25,00;2976,31;11443346,45
PAN;BOG;10,00;958,30;3684481,42
PAN;BOG;7,00;491,96;1891492,72
PAN;BOG;3,00;26,25;100926,26
PAN;BOG;350,00;553,50;2208952,08
PAN;BOG;2324,00;1683,02;6623246,05
PAN;BOG;500,00;40,00;153792,40
PAN;BOG;240,00;366,60;1463056,60
PAN;BOG;24,00;95,52;381208,85
PAN;BOG;55,00;28,05;107846,92
PAN;BOG;1818,00;1176,51;4523457,41
PAN;BOG;2,00;91,00;349877,71
PAN;BOG;4000,00;720,00;2873433,60
PAN;BOG;7947,31;111228,72;425121729,27
PAN;BOG;520,80;5761,35;22151296,07
PAN;BOG;50,81;2604,42;9954223,46
PAN;BOG;187,73;33419,50;127730999,97
PAN;BOG;80,49;3594,55;13738549,82
PAN;BOG;202,38;15774,00;60289016,70
PAN;BOG;28,00;379,95;1513397,84
PAN;BOG;8,00;96,45;384174,81
PAN;BOG;6,00;99,51;396363,25
PAN;BOG;10,00;256,40;1021279,66
PAN;BOG;5,00;87,48;348445,96
PAN;BOG;8,00;120,60;480367,89
PAN;BOG;18,00;256,34;1021040,66
PAN;BOG;19,00;215,59;858727,30
PAN;BOG;19,00;10391,00;41388911,65
PAN;BOG;1236,00;4726,08;18897278,06
PAN;BOG;12,20;348,32;1392761,00
PAN;BOG;14,00;122,08;486262,95
PAN;BOG;3,00;49,76;198201,54
PAN;BOG;5,00;105,60;420620,64
PAN;BOG;4,00;72,38;288300,39
PAN;BOG;9,00;122,13;486462,10
PAN;BOG;48,00;1517,64;5984100,04
PAN;BOG;30,00;445,80;1757802,77
PAN;BOG;5,00;115,45;455222,81
PAN;BOG;38,00;739,00;2906184,01
PAN;BOG;22,00;1455,30;5723098,22
PAN;BOG;98,00;3836,68;15088089,39
PAN;BOG;34,00;7700,72;30151630,10
PAN;BOG;2,00;27313,68;108776730,60
PAN;BOG;9,00;22458,53;89455693,76
PAN;BOG;50,00;5218,33;20432005,83
PAN;BOG;5,00;16000,00;62646880,00
PAN;BOG;1,00;43500,00;173267025,00
PAN;BOG;10861,00;35284,80;141086625,64
PAN;BOG;335,00;693,00;2770967,43
PAN;BOG;15780,00;2367,00;9292297,59
PAN;BOG;400,00;72,00;286786,80
PAN;BOG;7250,00;1094,75;4360553,46
PAN;BOG;775,00;233,25;932652,45
PAN;BOG;10000,00;1716,00;6643408,20
PAN;BOG;3120,00;993,60;3973833,64
PAN;BOG;37080,00;13899,03;54804292,26
PAN;BOG;11764,00;38156,80;152570346,36
PAN;BOG;966,00;1161,40;4611004,64
PAN;BOG;8838,00;2819,50;11216805,12
PAN;BOG;11,00;6930,00;27603229,50
PAN;BOG;40,00;11,20;44604,00
PAN;BOG;43050,00;9737,00;38826155,76
PAN;BOG;19500,00;2380,00;9475775,20
PAN;BOG;2960,00;6220,00;24879440,20
PAN;BOG;30096,00;14315,05;56373810,76
PAN;BOG;8500,00;1020,00;4078480,20
PAN;BOG;80,50;699,00;2794958,49
PAN;BOG;2000,00;5000,00;19742700,00
PAN;BOG;6500,00;325,00;1242166,25
PAN;BOG;3,00;5880,00;23217415,20
PAN;BOG;2,00;6830,00;26968528,20
PAN;BOG;18000,00;3360,00;13438084,80
PAN;BOG;1600,00;288,00;1151974,08
PAN;BOG;13680,00;1368,00;5471220,24
PAN;BOG;73,25;720,00;2751876,00
PAN;BOG;1790,12;19830,58;75793468,27
PAN;BOG;608,86;23494,80;89798300,32
PAN;BOG;142,10;23522,46;89904018,23
PAN;BOG;83,69;9655,65;36904377,07
PAN;BOG;267,28;18703,71;71486514,79
PAN;BOG;779,40;87400,00;334047169,98
PAN;BOG;2600,00;24386,00;95481675,98
PAN;BOG;19850,00;17110,70;68839939,34
PAN;BOG;28,00;337,02;1319578,21
PAN;BOG;82,00;1089,18;4312086,60
PAN;BOG;11,00;115,91;453837,49
PAN;BOG;24,00;144,96;579624,00
PAN;BOG;31,00;257,62;1015468,24
PAN;BOG;11,00;166,24;664712,30
PAN;BOG;7,00;158,08;618951,17
PAN;BOG;15,00;298,79;1194714,80
PAN;BOG;16,00;319,50;1256506,36
PAN;BOG;51,00;817,49;3233475,31
PAN;BOG;15,00;253,31;999855,56
PAN;BOG;76,00;1073,06;4259378,96
PAN;BOG;82975,00;20608,06;82466076,35
PAN;BOG;37500,00;5568,75;22177546,87
PAN;BOG;33832,00;5751,44;22997190,35
PAN;BOG;1340,00;3336,90;13342628,01
PAN;BOG;553,00;957,20;3827373,77
PAN;BOG;2756,00;2801,15;11151233,47
PAN;BOG;27,25;458,02;1773201,52
PAN;BOG;63,16;1061,70;4110318,46
PAN;BOG;32,68;549,25;2126393,91
PAN;BOG;10,97;184,35;713701,80
PAN;BOG;121,25;2038,09;7890363,53
PAN;BOG;28,13;1508,56;5765791,74
PAN;BOG;27,86;1586,55;6063873,42
PAN;BOG;4,89;82,18;318155,76
PAN;BOG;36,00;448,80;1737506,76
PAN;BOG;90,03;2720,54;10459959,39
PAN;BOG;16,22;1315,80;5029053,39
PAN;BOG;32,50;2604,37;10241919,41
PAN;BOG;726,80;23649,42;93716349,05
PAN;BOG;1822,27;53467,80;209349428,15
PAN;BOG;217,57;26000,00;99373300,00
PAN;BOG;46,60;1001,16;3937151,80
PAN;BOG;159,70;9596,79;38068506,64
PAN;BOG;113,00;4940,00;19342224,20
PAN;BOG;70,52;9065,32;34648106,26
PAN;BOG;1136,72;22568,52;88210655,12
PAN;BOG;563,99;9744,85;38155278,03
PAN;BOG;5048,64;193875,28;771578982,55
PAN;BOG;1820,90;47155,72;185579633,88
PAN;BOG;3379,20;114702,27;447845475,54
PAN;BOG;112,70;3301,98;12928671,55
PAN;BOG;231,00;1800,00;7066386,00
PAN;BOG;51,21;5931,80;23627249,17
PAN;BOG;48,56;4144,01;16506213,43
PAN;BOG;63,24;1114,51;4439260,50
PAN;BOG;10,81;735,38;2929128,84
PAN;BOG;18,21;1833,98;7305017,43
PAN;BOG;508,84;18438,30;72475233,00
PAN;BOG;274,00;315,00;1254692,25
PAN;BOG;83,60;1541,74;6063031,30
PAN;BOG;1161,84;8861,18;35295409,11
PAN;BOG;22,10;667,00;2574345,07
PAN;BOG;436,10;5774,87;22791561,48
PAN;BOG;135,00;2772,24;10854511,66
PAN;BOG;914,32;11505,00;45178494,15
PAN;BOG;690,32;10475,62;40294490,67
PAN;BOG;641,60;12897,85;50500628,82
PAN;BOG;118,00;3340,56;13079728,84
PAN;BOG;13,50;100,00;391543,00
PAN;BOG;344,40;1734,79;6716152,74
PAN;BOG;16816,00;187,40;753949,55
PAN;BOG;1395,00;892,80;3571119,64
PAN;BOG;153990,00;19102,99;76383496,52
PAN;BOG;251,00;185,74;742683,24
PAN;BOG;23776,00;4108,80;16530565,24
PAN;BOG;252,00;728,85;2904526,35
PAN;BOG;15,00;91,73;359162,39
PAN;BOG;2515,00;6520,36;25495095,82
PAN;BOG;213,60;31409,88;121601779,92
PAN;BOG;1001,00;960,96;3762571,61
PAN;BOG;4635,00;5435,05;21280557,82
PAN;BOG;5,24;75,48;295536,65
PAN;BOG;16,00;8,00;30971,60
PAN;BOG;102,00;289,68;1158693,92
PAN;BOG;749,00;4986,57;19945831,20
PAN;BOG;3897,00;2235,81;8788963,29
PAN;BOG;607,00;3120,93;12418491,45
PAN;BOG;2361,00;280,81;1120846,61
PAN;BOG;6,00;45,84;179483,31
PAN;BOG;31,32;243,81;975047,95
PAN;BOG;694,50;136,80;529614,36
PAN;BOG;877,00;330,55;1321707,48
PAN;BOG;5325,00;2742,38;10813286,61
PAN;BOG;747,00;1492,84;5940345,54
PAN;BOG;7,00;0,14;548,16
PAN;BOG;18,00;86,10;342949,21
PAN;BOG;160,00;1979,20;7962737,23
PAN;BOG;12565,00;107770,91;429260873,55
PAN;BOG;2250,00;4072,05;16472338,10
PAN;BOG;21,00;200,50;776225,72
PAN;BOG;18,00;1,00;3915,43
PAN;BOG;5,00;5,00;19357,25
PAN;BOG;8,00;133,04;531961,77
PAN;BOG;36,00;448,67;1761375,22
PAN;BOG;40,00;442,70;1739131,59
PAN;BOG;123,00;794,85;3117956,80
PAN;BOG;24,00;235,61;924950,66
PAN;BOG;8,00;192,78;754816,59
PAN;BOG;150,00;1980,81;7888575,82
PAN;BOG;16,00;314,45;1257331,46
PAN;BOG;24,00;372,49;1462310,06
PAN;BOG;60,00;483,00;1896146,91
PAN;BOG;24,00;356,78;1400636,22
PAN;BOG;96,00;1211,71;4756894,76
PAN;BOG;36,00;636,55;2545251,54
PAN;BOG;156,00;1662,05;6522958,61
PAN;BOG;143,00;4070,90;16212359,25
PAN;BOG;662,00;8635,43;33900712,03
PAN;BOG;91,00;1042,62;4093086,31
PAN;BOG;20,00;746,69;2985647,42
PAN;BOG;354,00;509,76;1995929,59
PAN;BOG;1111,00;2644,18;10572780,17
PAN;BOG;42,00;223,86;895419,85
PAN;BOG;501,00;951,90;3806181,66
PAN;BOG;9,00;8408,00;33024909,78
PAN;BOG;20,00;352,80;1356448,96
PAN;BOG;95,28;19026,04;73152804,72
PAN;BOG;84,63;2237,14;8660975,65
PAN;BOG;2,88;212,16;848620,90
PAN;BOG;12,00;291,00;1163834,13
PAN;BOG;3,00;1932,00;7564610,76
PAN;BOG;18,00;336,10;1301194,34
PAN;BOG;301,00;836,78;3347044,68
PAN;BOG;1,00;924,00;3577219,80
PAN;BOG;1,00;742,50;2874551,62
PAN;BOG;1,00;1801,80;6975578,61
PAN;BOG;24,00;594,77;2302622,31
PAN;BOG;1,00;1895,16;7624626,66
PAN;BOG;1,00;100,00;391543,00
PAN;BOG;2,00;6674,84;26811171,03
PAN;BOG;1,00;2702,70;10463367,91
PAN;BOG;20,00;991,88;3840013,82
PAN;BOG;3,00;197,49;764572,66
PAN;BOG;24,00;1139,00;4409581,55
PAN;BOG;260,00;4882,09;18900767,33
PAN;BOG;180,00;496,39;1921749,06
PAN;BOG;3,00;300,00;1174629,00
PAN;BOG;130,00;899,61;3482795,13
PAN;BOG;102,00;31,62;126477,15
PAN;BOG;4,00;200,00;783086,00
PAN;BOG;321,00;2009,10;8033406,44
PAN;BOG;300,00;4620,00;18280231,20
PAN;BOG;16,00;78,80;315155,08
PAN;BOG;9,00;6537,16;26144913,81
PAN;BOG;1,00;1360,00;5265172,00
PAN;BOG;518,00;524,54;2085167,79
PAN;BOG;1,00;2332,00;9028221,40
PAN;BOG;85,00;632,65;2449272,84
PAN;BOG;350,00;5563,25;21389639,23
PAN;BOG;1,00;2544,50;10133471,25
PAN;BOG;3,00;55334,00;220470915,30
PAN;BOG;2,00;1850,87;7372292,84
PAN;BOG;2,00;101,34;404300,99
PAN;BOG;1,00;1320,00;5182016,40
PAN;BOG;1,00;15500,00;60849435,00
PAN;BOG;103,00;5545,93;22180558,81
PAN;BOG;151,00;108,72;434870,21
PAN;BOG;150,00;742,78;2958604,15
PAN;BOG;7718,00;8929,12;35457439,31
PAN;BOG;101,00;413,09;1651744,49
PAN;BOG;301,00;454,51;1817999,09
PAN;BOG;108,00;193,68;771456,49
PAN;BOG;3,00;900,00;3599919,00
PAN;BOG;2,00;7770,00;30680155,80
PAN;BOG;3,00;5462,00;21607016,56
PAN;BOG;1,00;32571,88;128091849,56
PAN;BOG;575,00;29111,90;111267137,39
PAN;BOG;22,90;4,80;18455,08
PAN;BOG;96,60;14,40;55365,26
PAN;BOG;159,99;2,80;10765,46
PAN;BOG;8,00;80,00;307584,80
PAN;BOG;45,00;22,50;89606,25
PAN;BOG;1000,00;200,00;768962,00
PAN;BOG;75,00;90,00;357704,10
PAN;BOG;50,00;240,00;965570,40
PAN;BOG;220,00;40,00;158979,60
PAN;BOG;224,00;248,00;973590,96
PAN;BOG;40,00;875,00;3520308,75
PAN;BOG;1,00;100,00;392577,00
PAN;BOG;3,00;15000,00;59351400,00
PAN;BOG;30,20;48,00;188764,32
PAN;BOG;782,81;1961,82;7715033,70
PAN;BOG;355,33;723,18;2843970,43
PAN;BOG;78,45;146,00;574158,13
PAN;BOG;29,07;54,23;213264,35
PAN;BOG;17,10;262,61;1032737,45
PAN;BOG;78,72;629,11;2474031,69
PAN;BOG;142,61;1677,89;6598453,43
PAN;BOG;11500,00;4370,00;17110429,10
PAN;BOG;500,00;50,00;195771,50
PAN;BOG;9,12;16,38;64415,82
PAN;BOG;120,42;791,10;3111071,94
PAN;BOG;125,00;5027,50;19771096,22
PAN;BOG;428,15;1112,88;4451419,83
PAN;BOG;46,50;91,50;365991,76
PAN;BOG;3,00;6,10;24399,45
PAN;BOG;1369,37;2761,86;11047191,43
PAN;BOG;25,55;50,94;203755,41
PAN;BOG;15,30;30,50;121997,25
PAN;BOG;3,42;6,38;25519,42
PAN;BOG;3,40;7,02;28079,36
PAN;BOG;13,85;197,20;788782,25
PAN;BOG;16,77;169,60;678384,73
PAN;BOG;12,56;102,60;410390,76
PAN;BOG;0,01;2,80;11152,82
PAN;BOG;0,60;35,00;139410,25
PAN;BOG;3,42;48,58;193501,42
PAN;BOG;336,00;3083,40;11784908,97
PAN;BOG;1,00;2141,00;8419675,19
PAN;BOG;3600,00;864,00;3302251,20
PAN;BOG;30,00;38,70;147913,33
PAN;BOG;30,00;50,70;193777,93
PAN;BOG;180,00;285,00;1089284,25
PAN;BOG;20,00;45,80;175049,89
PAN;BOG;20,00;71,80;274423,19
PAN;BOG;30,00;56,40;215563,62
PAN;BOG;500,00;70,00;267543,50
PAN;BOG;24,00;45,36;173368,18
PAN;BOG;25,50;285,00;1089284,25
PAN;BOG;418,73;28479,65;113529749,70
PAN;BOG;480,72;35033,90;139545278,78
PAN;BOG;138,89;13548,60;54174212,58
PAN;BOG;33,88;4780,20;19040253,63
PAN;BOG;763,28;77047,20;306795834,58
PAN;BOG;1200,00;276,67;1083282,01
PAN;BOG;2215,00;1466,33;5741312,47
PAN;BOG;1998,00;3776,98;15068450,55
PAN;BOG;600,00;4980,00;19663729,20
PAN;BOG;2111,00;14477,01;57440397,26
PAN;BOG;72,01;1577,90;6178156,99
PAN;BOG;382,05;4106,40;16078321,74
PAN;BOG;133,65;10572,40;41395492,13
PAN;BOG;300,00;1158,00;4630274,58
PAN;BOG;333,00;919,01;3674670,67
PAN;BOG;22200,00;4218,00;16685901,84
PAN;BOG;3760,00;1729,60;6842090,04
PAN;BOG;61,00;345,60;1367152,12
PAN;BOG;20035,00;9235,25;36927239,47
PAN;BOG;8425,00;1364,25;5454967,26
PAN;BOG;1,00;41,04;162048,08
PAN;BOG;5,00;10,82;42723,20
PAN;BOG;5,00;1256,80;4962525,07
PAN;BOG;1,00;169,42;668961,64
PAN;BOG;1,00;139,42;550505,44
PAN;BOG;7865,00;3081,35;12192162,41
PAN;BOG;399,00;74,88;296282,18
PAN;BOG;703,00;170,95;676408,11
PAN;BOG;1215,00;220,24;871436,81
PAN;BOG;413,00;125,43;496296,38
PAN;BOG;180,00;176,70;699159,48
PAN;BOG;121,00;35,00;138486,60
PAN;BOG;117,00;27,91;110433,16
PAN;BOG;375,00;67,24;266052,54
PAN;BOG;81,00;70,64;279505,52
PAN;BOG;672,00;240,87;953064,74
PAN;BOG;12,00;54,19;214416,81
PAN;BOG;1600,00;272,00;1075999,36
PAN;BOG;11970,00;2154,60;8523339,04
PAN;BOG;2100,00;609,00;2409130,92
PAN;BOG;4200,00;874,00;3383647,30
PAN;BOG;645,97;4150,02;16292023,99
PAN;BOG;14,33;508,22;2024316,49
PAN;BOG;8,54;255,04;1015862,57
PAN;BOG;199,34;2846,71;11338872,92
PAN;BOG;348,46;1139,03;4536927,34
PAN;BOG;35,92;208,52;830566,43
PAN;BOG;1,21;39,73;158250,54
PAN;BOG;24,08;345,47;1376058,83
PAN;BOG;65350,00;5752,60;22782677,01
PAN;BOG;174940,00;16158,34;64006646,22
PAN;BOG;105585,00;11202,71;44458415,43
PAN;BOG;25466,00;21100,71;83754145,97
PAN;BOG;25140,00;4608,68;18260394,53
PAN;BOG;720,00;171,36;676621,81
PAN;BOG;129770,00;29729,50;118031433,35
PAN;BOG;59816,00;8604,44;33846014,19
PAN;BOG;14012,00;10841,96;42904166,47
PAN;BOG;110,00;316,80;1239063,57
PAN;BOG;34088,00;9215,52;36920429,45
PAN;BOG;50210,00;11663,80;46625208,42
PAN;BOG;32400,00;4850,00;19167281,80
PAN;BOG;9000,00;1978,00;7819109,78
PAN;BOG;302,00;128,52;500877,74
PAN;BOG;10556,00;4506,40;17814374,83
PAN;BOG;1009,09;9388,99;37397755,50
PAN;BOG;3,13;44,24;176214,55
PAN;BOG;102050,00;25076,25;99429860,83
PAN;BOG;13200,00;2220,50;8852105,85
PAN;BOG;3066,00;858,91;3363001,98
PAN;BOG;4320,00;1101,60;4404758,61
PAN;BOG;11770,00;1883,20;7373537,77
PAN;BOG;15930,00;4322,00;16990987,91
PAN;BOG;17796,00;7882,67;31086199,13
PAN;BOG;2563,88;22057,50;87368618,96
PAN;BOG;37,75;302,28;1204026,57
PAN;BOG;2928,30;8324,40;33157333,85
PAN;BOG;1609,65;5275,80;21014302,76
PAN;BOG;96,75;709,50;2826044,91
PAN;BOG;1065,00;4195,50;16711305,82
PAN;BOG;886,00;5474,00;21803763,09
PAN;BOG;4728,00;8021,00;32049530,95
PAN;BOG;9000,00;28778,00;114627090,70
PAN;BOG;200,00;564,00;2255159,64
PAN;BOG;920,00;3690,00;14697823,50
PAN;BOG;1246,90;8469,18;33734014,28
PAN;BOG;100,00;2071,00;8280914,21
PAN;BOG;16,52;378,21;1506467,16
PAN;BOG;339,00;3844,36;15158426,81
PAN;BOG;3,00;9431,59;36262671,54
PAN;BOG;1,00;3237,00;12445649,97
PAN;BOG;2,00;4394,76;17207375,14
PAN;BOG;38,00;17565,70;70261219,08
PAN;BOG;36,00;198,72;786287,34
PAN;BOG;1062,00;11670,47;46680829,65
PAN;BOG;1160,00;1535,20;6074417,95
PAN;BOG;30,00;1542,56;6170101,16
PAN;BOG;780,00;943,80;3734390,08
PAN;BOG;880,00;776,00;3070445,76
PAN;BOG;1100,00;3067,60;12135057,48
PAN;BOG;238,95;806,70;3191208,38
PAN;BOG;1,00;0,01;39,55
PAN;BOG;188,00;1124,50;4448387,06
PAN;BOG;1864,96;4405,24;17614396,19
PAN;BOG;58,50;741,81;2966134,70
PAN;BOG;48,01;1882,09;7508692,15
PAN;BOG;21,52;617,27;2462629,52
PAN;BOG;2,37;65,84;262671,97
PAN;BOG;247,21;2137,14;8526226,88
PAN;BOG;20,09;839,36;3348668,68
PAN;BOG;8,29;185,93;741777,02
PAN;BOG;189,96;2256,83;9003736,12
PAN;BOG;111,05;1927,66;7690495,95
PAN;BOG;7,94;28,58;114021,33
PAN;BOG;448,94;5413,90;21599024,73
PAN;BOG;7,36;75,37;300692,38
PAN;BOG;24,92;86,24;344058,79
PAN;BOG;385,09;3344,57;13343329,24
PAN;BOG;1,98;274,13;1093655,34
PAN;BOG;12,75;303,24;1209791,14
PAN;BOG;48,00;216,14;862301,33
PAN;BOG;104,70;4356,72;17481241,00
PAN;BOG;72,24;1989,85;7990582,20
PAN;BOG;38,19;1083,36;4369514,94
PAN;BOG;777,75;7486,73;30072230,66
PAN;BOG;154,36;780,11;3116326,98
PAN;BOG;17,99;109,09;436199,21
PAN;BOG;26,90;1097,27;4404526,18
PAN;BOG;11,02;310,28;1238290,24
PAN;BOG;486,91;4972,21;19859750,41
PAN;BOG;94,66;255,63;1022504,07
PAN;BOG;77,47;376,06;1505411,09
PAN;BOG;3338,39;34220,28;136862934,14
PAN;BOG;16,52;165,67;661265,09
PAN;BOG;16,80;125,01;499140,58
PAN;BOG;35,13;2693,55;10804962,52
PAN;BOG;4,04;83,40;332839,39
PAN;BOG;52,72;1188,42;4744341,20
PAN;BOG;6,17;52,88;211489,85
PAN;BOG;47,00;61,85;246835,92
PAN;BOG;378,00;11404,80;45500019,84
PAN;BOG;132,00;673,20;2685765,06
PAN;BOG;4,00;8685,81;33395289,13
PAN;BOG;1,00;338,67;1302121,80
PAN;BOG;158,00;832,61;3201227,25
PAN;BOG;51,31;1214,19;4754075,95
PAN;BOG;17,14;524,80;2054817,66
PAN;BOG;27,23;774,69;3033244,46
PAN;BOG;213,33;20282,69;80788996,67
PAN;BOG;36,86;6628,62;26402787,72
PAN;BOG;2464,38;2012582,90;7932713501,20
PAN;BOG;4,00;125,50;501928,46
PAN;BOG;33,00;622,80;2490845,00
PAN;BOG;41,00;807,70;3230339,61
PAN;BOG;6,00;157,50;629910,22
PAN;BOG;40,00;520,00;2036023,60
PAN;BOG;4,00;1936,00;7613494,24
PRY;BOG;437,00;8712,80;34704389,32
PRY;BOG;39,00;975,05;3883770,40
PRY;BOG;72,70;163,43;657513,21
PRY;BOG;659,45;1489,37;5992048,26
PRY;BOG;214,74;390,85;1572471,62
PRY;BOG;197,06;568,98;2289126,02
PRY;BOG;8,51;90,40;363698,18
PRY;BOG;76,00;116,00;466692,36
PRY;BOG;144,21;231,11;929804,06
PRY;BOG;1250,00;1000,00;3915430,00
PRY;BOG;100,00;10,00;39154,30
PRY;BOG;16,50;178,30;717338,34
PRY;BOG;37,25;127,75;501517,11
